2026-06-30 14:49:16.796 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:43.511 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092243_a20d4f240c.jpg
2026-06-30 14:52:43.516 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: industrial_smoke (0.59 confidence, mock=True)
2026-06-30 14:52:43.524 | INFO     | app.services.report_service:delete_report:125 - Deleted report #1 by user 1
2026-06-30 14:52:43.530 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on GET /api/v1/reports/1: Report 1 not found.
2026-06-30 14:52:43.541 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:43.787 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:44.021 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:52:44.027 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092244_7b577c041e.jpg (690 bytes)
2026-06-30 14:52:44.031 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092244_7b577c041e.jpg
2026-06-30 14:52:44.037 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: garbage_burning (0.78 confidence, mock=True)
2026-06-30 14:52:44.055 | INFO     | app.services.report_service:update_report_status:133 - Report #1 status updated to verified
2026-06-30 14:52:44.067 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:44.269 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:44.277 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092244_046f3e2263.jpg (690 bytes)
2026-06-30 14:52:44.281 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092244_046f3e2263.jpg
2026-06-30 14:52:44.286 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: industrial_smoke (0.88 confidence, mock=True)
2026-06-30 14:53:39.960 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:40.214 | INFO     | app.services.auth_service:register_user:27 - Registered new user: asha@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:40.239 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:40.451 | INFO     | app.services.auth_service:register_user:27 - Registered new user: asha@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:40.454 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on POST /api/v1/auth/register: An account with this email already exists.
2026-06-30 14:53:40.464 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:40.677 | INFO     | app.services.auth_service:register_user:27 - Registered new user: asha@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:40.883 | INFO     | app.services.auth_service:authenticate_user:38 - User logged in: asha@example.com
2026-06-30 14:53:40.892 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:41.094 | INFO     | app.services.auth_service:register_user:27 - Registered new user: asha@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:41.301 | WARNING  | app.services.auth_service:authenticate_user:35 - Failed login attempt for email: asha@example.com
2026-06-30 14:53:41.302 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on POST /api/v1/auth/login: Invalid email or password.
2026-06-30 14:53:41.310 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:41.322 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:41.543 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:41.561 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:41.780 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:41.861 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:42.085 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:53:42.092 | INFO     | app.services.alert_service:generate_alerts_for_active_hotspots:60 - Generated 0 municipality alert(s) from 0 high-risk hotspots.
2026-06-30 14:53:42.104 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:42.305 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:42.321 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:42.530 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:42.730 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:53:42.742 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092342_49f4ca43b2.jpg (690 bytes)
2026-06-30 14:53:42.744 | WARNING  | app.ai.yolo_detector:_load_model:24 - YOLOv8 weights not found at 'ml\pollution_yolov8.pt'. Running pollution detector in MOCK MODE - see app/ai/yolo_detector.py.
2026-06-30 14:53:42.747 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092342_49f4ca43b2.jpg
2026-06-30 14:53:42.752 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: construction_dust (0.59 confidence, mock=True)
2026-06-30 14:53:42.760 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092342_3855befc96.jpg (690 bytes)
2026-06-30 14:53:42.762 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092342_3855befc96.jpg
2026-06-30 14:53:42.764 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #2 by user 1: dust (0.79 confidence, mock=True)
2026-06-30 14:53:42.770 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092342_51793c2fa9.jpg (690 bytes)
2026-06-30 14:53:42.773 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092342_51793c2fa9.jpg
2026-06-30 14:53:42.776 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #3 by user 1: smoke (0.73 confidence, mock=True)
2026-06-30 14:53:42.783 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092342_28c80fd528.jpg (690 bytes)
2026-06-30 14:53:42.786 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092342_28c80fd528.jpg
2026-06-30 14:53:42.788 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #4 by user 1: construction_dust (0.79 confidence, mock=True)
2026-06-30 14:53:42.795 | INFO     | app.ai.hotspot_detector:detect_hotspots:103 - DBSCAN found 1 hotspot(s) from 4 reports.
2026-06-30 14:53:42.800 | INFO     | app.services.hotspot_service:generate_hotspots:72 - Generated 1 hotspot(s) from 4 reports in last 14d.
2026-06-30 14:53:42.811 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:43.036 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:43.259 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:53:43.265 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092343_97d95bd576.jpg (690 bytes)
2026-06-30 14:53:43.267 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092343_97d95bd576.jpg
2026-06-30 14:53:43.270 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: industrial_smoke (0.87 confidence, mock=True)
2026-06-30 14:53:43.276 | INFO     | app.ai.hotspot_detector:detect_hotspots:74 - Not enough reports (1) to form a hotspot (need >= 3).
2026-06-30 14:53:43.278 | INFO     | app.services.hotspot_service:generate_hotspots:72 - Generated 0 hotspot(s) from 1 reports in last 14d.
2026-06-30 14:53:43.290 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:43.491 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:43.696 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:53:43.704 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092343_3b5cc1344a.jpg (690 bytes)
2026-06-30 14:53:43.707 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092343_3b5cc1344a.jpg
2026-06-30 14:53:43.711 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: dust (0.58 confidence, mock=True)
2026-06-30 14:53:43.718 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092343_09cc28e519.jpg (690 bytes)
2026-06-30 14:53:43.720 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092343_09cc28e519.jpg
2026-06-30 14:53:43.722 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #2 by user 1: smoke (0.76 confidence, mock=True)
2026-06-30 14:53:43.728 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092343_a4bcbd979a.jpg (690 bytes)
2026-06-30 14:53:43.731 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092343_a4bcbd979a.jpg
2026-06-30 14:53:43.732 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #3 by user 1: construction_dust (0.89 confidence, mock=True)
2026-06-30 14:53:43.741 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092343_4c23e14611.jpg (690 bytes)
2026-06-30 14:53:43.745 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092343_4c23e14611.jpg
2026-06-30 14:53:43.749 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #4 by user 1: smoke (0.74 confidence, mock=True)
2026-06-30 14:53:43.763 | INFO     | app.ai.hotspot_detector:detect_hotspots:103 - DBSCAN found 1 hotspot(s) from 4 reports.
2026-06-30 14:53:43.770 | INFO     | app.services.hotspot_service:generate_hotspots:72 - Generated 1 hotspot(s) from 4 reports in last 14d.
2026-06-30 14:53:43.788 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:43.997 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:44.002 | WARNING  | app.services.weather_service:fetch_current_air_quality:25 - OPENWEATHER_API_KEY not set - returning mock air quality data.
2026-06-30 14:53:44.004 | WARNING  | app.ai.aqi_predictor:_load_model:31 - AQI model not found at 'ml\model.pkl'. Run `python ml/train.py` to train one. Falling back to heuristic mock prediction.
2026-06-30 14:53:44.010 | INFO     | app.services.prediction_service:predict_for_location:46 - Predicted AQI=156.5 (risk=moderate) for (22.5726, 88.3639)
2026-06-30 14:53:44.021 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:44.035 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:44.248 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:44.264 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:44.469 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:44.473 | WARNING  | app.services.weather_service:fetch_current_air_quality:25 - OPENWEATHER_API_KEY not set - returning mock air quality data.
2026-06-30 14:53:44.478 | INFO     | app.services.prediction_service:predict_for_location:46 - Predicted AQI=145.0 (risk=moderate) for (22.5726, 88.3639)
2026-06-30 14:53:44.495 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:44.710 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:44.720 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092344_15ed61b36f.jpg (690 bytes)
2026-06-30 14:53:44.732 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092344_15ed61b36f.jpg
2026-06-30 14:53:44.739 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: industrial_smoke (0.68 confidence, mock=True)
2026-06-30 14:53:44.757 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:44.962 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:44.967 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on POST /api/v1/reports/upload: Unsupported file type 'text/plain'. Allowed types: image/jpeg, image/png, image/webp.
2026-06-30 14:53:44.976 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:44.999 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:45.204 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:45.209 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092345_8065ce246d.jpg (690 bytes)
2026-06-30 14:53:45.211 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092345_8065ce246d.jpg
2026-06-30 14:53:45.215 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: dust (0.78 confidence, mock=True)
2026-06-30 14:53:45.232 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:45.455 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:45.464 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092345_ce93c2adb6.jpg (690 bytes)
2026-06-30 14:53:45.467 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092345_ce93c2adb6.jpg
2026-06-30 14:53:45.472 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: dust (0.82 confidence, mock=True)
2026-06-30 14:53:45.504 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:45.709 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:45.714 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on GET /api/v1/reports/99999: Report 99999 not found.
2026-06-30 14:53:45.724 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:45.938 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:45.944 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092345_79790a7dbb.jpg (690 bytes)
2026-06-30 14:53:45.946 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092345_79790a7dbb.jpg
2026-06-30 14:53:45.952 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: construction_dust (0.74 confidence, mock=True)
2026-06-30 14:53:45.964 | INFO     | app.services.report_service:delete_report:125 - Deleted report #1 by user 1
2026-06-30 14:53:45.971 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on GET /api/v1/reports/1: Report 1 not found.
2026-06-30 14:53:45.981 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:46.187 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:46.391 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:53:46.397 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092346_2c36ae5dcc.jpg (690 bytes)
2026-06-30 14:53:46.401 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092346_2c36ae5dcc.jpg
2026-06-30 14:53:46.405 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: smoke (0.81 confidence, mock=True)
2026-06-30 14:53:46.416 | INFO     | app.services.report_service:update_report_status:133 - Report #1 status updated to verified
2026-06-30 14:53:46.426 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:53:46.626 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:53:46.632 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092346_ef9bb55683.jpg (690 bytes)
2026-06-30 14:53:46.633 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092346_ef9bb55683.jpg
2026-06-30 14:53:46.637 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: industrial_smoke (0.57 confidence, mock=True)
